external_id,long,lat,status,tiempo_sin_luz,fraccion_id
CityTouch-204,-58.464778809999999,-34.609110340000001,1,0,011_21
CityTouch-205,-58.464590000000001,-34.608946670000002,1,0,011_21
CityTouch-206,-58.464373790000003,-34.608679860000002,1,0,011_21
CityTouch-207,-58.464137760000000,-34.608472350000000,1,0,011_21
CityTouch-208,-58.463952689999999,-34.608320030000002,1,0,011_21
CityTouch-209,-58.463699869999999,-34.608113820000000,1,0,011_21
CityTouch-210,-58.463420919999997,-34.607941629999999,1,0,011_21
CityTouch-211,-58.463190249999997,-34.607769429999998,1,0,011_21
CityTouch-212,-58.462938129999998,-34.607601649999999,1,0,011_21
CityTouch-213,-58.462763780000003,-34.607491269999997,1,0,011_21
CityTouch-214,-58.466732450000002,-34.610568360000002,1,0,011_20
CityTouch-215,-58.466486670000002,-34.610464999999998,1,0,011_20
CityTouch-216,-58.458731700000001,-34.604693679999997,1,0,006_1
CityTouch-217,-58.467005000000000,-34.610691670000001,1,0,011_20
CityTouch-218,-58.467268330000003,-34.610858329999999,1,0,011_20
CityTouch-219,-58.467557640000003,-34.610975519999997,1,0,011_20
CityTouch-220,-58.467799040000003,-34.611107980000000,1,0,011_20
CityTouch-221,-58.468044999999996,-34.611243330000001,1,0,011_20
CityTouch-222,-58.468330119999997,-34.611390540000002,1,0,011_20
CityTouch-223,-58.468619799999999,-34.611589219999999,1,0,011_20
CityTouch-224,-58.468941659999999,-34.611726079999997,1,0,011_20
CityTouch-225,-58.469193789999999,-34.611889439999999,1,0,011_20
CityTouch-226,-58.469435189999999,-34.612013060000002,1,0,011_20
CityTouch-227,-58.469757059999999,-34.612167579999998,1,0,011_20
CityTouch-228,-58.470009179999998,-34.612300030000000,1,0,011_20
CityTouch-229,-58.470277400000001,-34.612476630000003,1,0,011_20
CityTouch-230,-58.454121059999999,-34.601473009999999,1,0,015_15
CityTouch-231,-58.454395939999998,-34.601663019999997,1,0,015_15
CityTouch-232,-58.454694150000002,-34.601853929999997,1,0,015_15
CityTouch-233,-58.454968330000000,-34.602023330000002,1,0,015_15
CityTouch-234,-58.455160319999997,-34.602165090000000,1,0,015_15
CityTouch-235,-58.455411589999997,-34.602321910000001,1,0,015_15
CityTouch-236,-58.455657340000002,-34.602474190000002,1,0,015_15
CityTouch-237,-58.455941740000000,-34.602665100000003,1,0,015_15
CityTouch-238,-58.456165190000000,-34.602834989999998,1,0,015_15
CityTouch-239,-58.456413259999998,-34.602992610000001,1,0,015_15
CityTouch-240,-58.456702940000000,-34.603182480000001,1,0,015_15
CityTouch-241,-58.456949710000004,-34.603334810000000,1,0,015_15
CityTouch-242,-58.457145509999997,-34.603487139999999,1,0,015_15
CityTouch-243,-58.457343530000003,-34.603604150000002,1,0,015_15
CityTouch-244,-58.457547599999998,-34.603733089999999,1,0,015_15
CityTouch-245,-58.457799729999998,-34.603920740000000,1,0,015_15
CityTouch-246,-58.458086729999998,-34.604103979999998,1,0,015_15
CityTouch-247,-58.458368360000001,-34.604262939999998,1,0,015_15
"CAB-sc Larrazabal y Eva Peron",-58.515454239999997,-34.655521350000001,1,0,009_7
CityTouch-249,-58.497114420000003,-34.656220419999997,1,0,009_9
CityTouch-250,-58.497760790000001,-34.656370299999999,1,0,009_9
CityTouch-251,-58.497851980000000,-34.656626240000001,1,0,009_9
CityTouch-252,-58.498206050000000,-34.656743870000000,1,0,009_9
CityTouch-253,-58.498348190000002,-34.657027790000001,1,0,009_9
CityTouch-254,-58.498733330000000,-34.657159999999998,1,0,009_9
CityTouch-255,-58.498955870000003,-34.657484969999999,1,0,009_9
CityTouch-256,-58.499280409999997,-34.657608519999997,1,0,009_9
CityTouch-257,-58.499462800000003,-34.657901959999997,1,0,009_9
CityTouch-258,-58.499752479999998,-34.657976970000000,1,0,009_9
CityTouch-259,-58.499833400000000,-34.658300580000002,1,0,009_16
CityTouch-260,-58.500190179999997,-34.658367269999999,1,0,009_8
CityTouch-261,-58.470587510000001,-34.612613109999998,1,0,011_20
CityTouch-262,-58.470845009999998,-34.612767640000001,1,0,011_20
CityTouch-263,-58.471140050000002,-34.612917750000001,1,0,011_20
CityTouch-265,-58.471563740000001,-34.613190500000002,1,0,011_20
CityTouch-266,-58.471762230000003,-34.613345019999997,1,0,011_20
CityTouch-267,-58.471992899999996,-34.613512790000001,1,0,011_20
CityTouch-268,-58.472175290000003,-34.613658479999998,1,0,011_20
CityTouch-269,-58.472420939999999,-34.613901920000004,1,0,011_19
CityTouch-270,-58.472577880000003,-34.614160249999998,1,0,011_19
CityTouch-271,-58.472756480000001,-34.614440850000001,1,0,011_19
CityTouch-272,-58.472935069999998,-34.614730360000003,1,0,011_19
CityTouch-273,-58.473070370000002,-34.614912969999999,1,0,011_19
CityTouch-274,-58.473210410000000,-34.615140269999998,1,0,011_19
CityTouch-275,-58.473290870000000,-34.615294790000000,1,0,011_19
CityTouch-276,-58.473416430000000,-34.615522310000003,1,0,011_19
CityTouch-277,-58.473557180000000,-34.615706690000003,1,0,011_19
CityTouch-278,-58.473812819999999,-34.615848530000001,1,0,011_19
CityTouch-279,-58.474048349999997,-34.615964360000000,1,0,011_19
CityTouch-280,-58.474229340000001,-34.616098670000000,1,0,011_18
CityTouch-281,-58.450003320000000,-34.598666639999998,1,0,015_14
CityTouch-282,-58.450215159999999,-34.598801020000003,1,0,015_14
CityTouch-283,-58.450376089999999,-34.598942319999999,1,0,015_14
CityTouch-284,-58.450531660000003,-34.599079199999998,1,0,015_14
CityTouch-285,-58.450743330000002,-34.599231670000002,1,0,015_14
CityTouch-286,-58.451003729999996,-34.599423629999997,1,0,015_14
CityTouch-287,-58.451277310000002,-34.599600260000003,1,0,015_15
CityTouch-288,-58.451545529999997,-34.599772469999998,1,0,015_15
CityTouch-289,-58.451878129999997,-34.599935850000001,1,0,015_15
CityTouch-290,-58.452233370000002,-34.600148120000000,1,0,015_15
CityTouch-291,-58.452461020000001,-34.600316870000000,1,0,015_15
CityTouch-292,-58.452761410000001,-34.600533079999998,1,0,015_15
CityTouch-293,-58.452993190000001,-34.600678250000001,1,0,015_15
CityTouch-294,-58.453239680000003,-34.600839319999999,1,0,015_15
CityTouch-295,-58.453461390000001,-34.601009370000000,1,0,015_15
CityTouch-296,-58.453708290000002,-34.601162830000000,1,0,015_15
CityTouch-297,-58.453919919999997,-34.601303850000001,1,0,015_15
CityTouch-298,-58.474430419999997,-34.616202979999997,1,0,011_18
CityTouch-299,-58.474653840000002,-34.616356820000000,1,0,011_18
CityTouch-300,-58.474754150000003,-34.616536940000003,1,0,011_18
CityTouch-301,-58.474921870000003,-34.616714199999997,1,0,011_18
CityTouch-302,-58.475100670000003,-34.616897160000001,1,0,011_18
CityTouch-303,-58.475245139999998,-34.617063309999999,1,0,011_18
CityTouch-304,-58.475438459999999,-34.617254670000001,1,0,011_18
CityTouch-305,-58.475583299999997,-34.617426840000000,1,0,011_18
CityTouch-306,-58.475744229999997,-34.617621090000000,1,0,011_18
CityTouch-307,-58.475969540000001,-34.617872730000002,1,0,011_18
CityTouch-308,-58.476149999999997,-34.618096670000000,1,0,011_18
CityTouch-309,-58.476333439999998,-34.618292619999998,1,0,011_18
CityTouch-310,-58.476470229999997,-34.618473620000003,1,0,011_18
CityTouch-311,-58.476646240000001,-34.618661830000001,1,0,011_18
CityTouch-312,-58.476858129999997,-34.618895799999997,1,0,011_18
CityTouch-313,-58.477247050000003,-34.619193369999998,1,0,011_18
CityTouch-314,-58.477448330000001,-34.619318329999999,1,0,011_18
CityTouch-315,-58.477735209999999,-34.619441649999999,1,0,011_18
CityTouch-316,-58.478008789999997,-34.619565260000002,1,0,011_18
CityTouch-317,-58.478244830000001,-34.619693280000000,1,0,011_18
CityTouch-318,-58.478523780000003,-34.619825720000001,1,0,011_18
CityTouch-319,-58.478771049999999,-34.619962110000003,1,0,011_18
CityTouch-320,-58.479065579999997,-34.620253939999998,1,0,011_18
CityTouch-321,-58.479199690000002,-34.620390790000002,1,0,011_18
CityTouch-322,-58.479349900000003,-34.620514399999998,1,0,011_18
CityTouch-323,-58.479505469999999,-34.620690979999999,1,0,011_18
CityTouch-324,-58.479795140000000,-34.620924950000003,1,0,011_18
CityTouch-325,-58.480027329999999,-34.621122159999999,1,0,011_18
CityTouch-326,-58.480209170000002,-34.621322939999999,1,0,011_18
CityTouch-327,-58.480523599999998,-34.621604789999999,1,0,011_18
CityTouch-328,-58.480708890000002,-34.621761890000002,1,0,011_18
CityTouch-329,-58.480997430000002,-34.622073620000002,1,0,011_17
CityTouch-330,-58.481227089999997,-34.622267379999997,1,0,011_17
CityTouch-331,-58.481457290000002,-34.622447579999999,1,0,011_17
CityTouch-332,-58.481614510000000,-34.622613919999999,1,0,011_17
CityTouch-333,-58.481780469999997,-34.622773459999998,1,0,011_17
CityTouch-334,-58.482016289999997,-34.622930560000000,1,0,011_17
CityTouch-335,-58.482392490000002,-34.623207790000002,1,0,011_17
CityTouch-336,-58.482549700000000,-34.623351020000001,0,7503,011_17
CityTouch-337,-58.482746220000003,-34.623512740000002,0,7333,011_17
CityTouch-338,-58.482937120000003,-34.623651350000003,1,0,011_17
CityTouch-339,-58.483133639999998,-34.623836169999997,1,0,011_17
CityTouch-340,-58.483279799999998,-34.623954439999999,1,0,011_17
CityTouch-341,-58.483156100000002,-34.624076430000002,1,0,011_17
CityTouch-342,-58.482965200000002,-34.623928569999997,1,0,011_17
CityTouch-343,-58.482774290000002,-34.623766860000003,1,0,011_17
CityTouch-344,-58.482583390000002,-34.623646729999997,1,0,011_17
CityTouch-345,-58.482409330000003,-34.623480389999997,1,0,011_17
CityTouch-346,-58.482151049999999,-34.623050689999999,1,0,011_17
CityTouch-347,-58.480372000000003,-34.621470799999997,1,0,011_18
CityTouch-348,-58.381006040000003,-34.603531859999997,1,0,001_9
CityTouch-349,-58.380952399999998,-34.603536269999999,1,0,001_9
CityTouch-350,-58.381011409999999,-34.603580430000001,1,0,001_9
CityTouch-351,-58.380952399999998,-34.603589260000000,1,0,001_9
CityTouch-352,-58.381140080000002,-34.603603739999997,1,0,001_9
CityTouch-353,-58.381159400000001,-34.603401570000003,1,0,001_9
CityTouch-354,-58.381192519999999,-34.603217569999998,1,0,001_9
CityTouch-355,-58.381349829999998,-34.603026759999999,1,0,001_9
CityTouch-356,-58.381587629999999,-34.602690680000002,1,0,001_9
CityTouch-357,-58.381633800000003,-34.602657149999999,1,0,001_9
CityTouch-358,-58.381411110000002,-34.602688450000002,1,0,001_9
CityTouch-359,-58.381440990000002,-34.602643739999998,1,0,001_9
CityTouch-360,-58.381394819999997,-34.602630329999997,1,0,001_9
CityTouch-361,-58.381362230000001,-34.602666090000000,1,0,001_9
CityTouch-362,-58.381316069999997,-34.602869509999998,1,0,001_9
CityTouch-363,-58.381264469999998,-34.602871739999998,1,0,001_9
CityTouch-364,-58.381329639999997,-34.602829270000001,1,0,001_9
CityTouch-365,-58.381272610000003,-34.602829270000001,1,0,001_9
CityTouch-366,-58.382117049999998,-34.603612830000003,1,0,001_9
CityTouch-367,-58.382078409999998,-34.603378849999999,1,0,001_9
CityTouch-368,-58.381987340000002,-34.603194860000002,1,0,001_9
CityTouch-369,-58.381868670000003,-34.603029030000002,1,0,001_9
CityTouch-370,-58.381834759999997,-34.602692920000003,1,0,001_9
CityTouch-371,-58.381792619999999,-34.602648350000003,1,0,001_9
CityTouch-372,-58.381908330000002,-34.596691669999998,1,0,001_8
CityTouch-373,-58.381910040000001,-34.596733940000000,1,0,001_8
CityTouch-374,-58.381859079999998,-34.596716280000003,1,0,001_8
CityTouch-375,-58.381891260000003,-34.596449120000003,1,0,001_8
CityTouch-376,-58.381947590000003,-34.596217289999998,1,0,001_8
CityTouch-377,-58.381958320000003,-34.595923640000002,1,0,001_8
CityTouch-378,-58.382009279999998,-34.595596860000001,1,0,001_8
CityTouch-379,-58.381971729999997,-34.595572580000002,1,0,001_8
CityTouch-380,-58.381958320000003,-34.595632190000003,1,0,001_8
CityTouch-381,-58.382309690000000,-34.595649850000001,1,0,001_8
CityTouch-382,-58.382264090000000,-34.595634400000002,1,0,001_8
CityTouch-383,-58.382282859999997,-34.595709470000003,1,0,001_8
CityTouch-385,-58.382285549999999,-34.596204040000003,1,0,001_8
CityTouch-386,-58.382242630000000,-34.596471200000003,1,0,001_8
CityTouch-387,-58.382205079999999,-34.596698619999998,1,0,001_8
CityTouch-388,-58.382191669999997,-34.596650040000000,1,0,001_8
CityTouch-389,-58.382230000000000,-34.596641669999997,1,0,001_8
CityTouch-390,-58.381800069999997,-34.597890880000001,1,0,001_8
CityTouch-391,-58.381848349999999,-34.597855559999999,1,0,001_8
CityTouch-392,-58.381783970000001,-34.597853350000001,1,0,001_8
CityTouch-393,-58.381800069999997,-34.597656850000000,1,0,001_8
CityTouch-394,-58.381813479999998,-34.597422809999998,1,0,001_8
CityTouch-395,-58.381826889999999,-34.597155649999998,1,0,001_8
CityTouch-396,-58.381858330000000,-34.596823329999999,1,0,001_8
CityTouch-397,-58.381900000000002,-34.596854999999998,1,0,001_8
CityTouch-398,-58.381845660000003,-34.596884080000002,1,0,001_8
CityTouch-399,-58.382226539999998,-34.596846550000002,1,0,001_8
CityTouch-400,-58.382175580000002,-34.596855380000001,1,0,001_8
CityTouch-401,-58.382199720000003,-34.596890709999997,1,0,001_8
CityTouch-402,-58.382172890000000,-34.597177729999999,1,0,001_8
CityTouch-403,-58.382135339999998,-34.597436060000000,1,0,001_8
CityTouch-404,-58.382100469999997,-34.597659049999997,1,0,001_8
CityTouch-405,-58.382068289999999,-34.597890880000001,1,0,001_8
CityTouch-406,-58.382108520000003,-34.597846720000000,1,0,001_8
CityTouch-407,-58.382052190000003,-34.597846720000000,1,0,001_8
CityTouch-408,-58.488316619999999,-34.648656289999998,1,0,009_12
CityTouch-409,-58.488530969999999,-34.648621839999997,1,0,009_10
CityTouch-410,-58.488828329999997,-34.649013330000002,1,0,009_12
